19.2757324,-99.0846208
19.2760962,-99.0845437
19.276253,-99.0842883
19.2764763,-99.0838842
19.2767571,-99.0837602
19.2770381,-99.0835283
19.2773569,-99.0832683
19.2776478,-99.0830552
19.2779716,-99.0829285
19.2782505,-99.0826954
19.2785451,-99.0824372
19.2788758,-99.0823348
19.2791774,-99.0820509
19.2794487,-99.0817739
19.2797414,-99.0816382
19.2800333,-99.0814027
19.2803459,-99.0811719
19.2806449,-99.0809791
19.2809551,-99.0807457
19.2812633,-99.0805396
19.2815549,-99.0804226
19.2818708,-99.0801967
19.2821639,-99.0799443
19.2821661,-99.0788163
19.2813779,-99.0783766
19.2811894,-99.0787932
19.2810686,-99.0791924
19.2808204,-99.0793745
19.2804941,-99.079574
19.2801858,-99.0799031
19.2798963,-99.0800706
19.2795907,-99.0802697
19.2792752,-99.080451
19.2789418,-99.0805921
19.2786485,-99.0809776
19.2783386,-99.0811515
19.2780251,-99.08136
19.2777487,-99.0815476
19.2774164,-99.0817332
19.2770887,-99.0819233
19.2767834,-99.0820781
19.2764771,-99.082228
19.2761879,-99.082395
19.2758942,-99.0827511
19.2756031,-99.0829337
19.2745987,-99.0821706
19.2747057,-99.0818573
19.2749959,-99.0816535
19.2753345,-99.0815857
19.2756461,-99.0814099
19.2759428,-99.0812227
19.2762557,-99.0810218
19.2765381,-99.0808261
19.2768454,-99.0805796
19.2771535,-99.0803394
19.2774594,-99.0801726
19.2777472,-99.0799833
19.2780622,-99.0797413
19.278353,-99.0795593
19.2786685,-99.0793422
19.2789703,-99.0791549
19.2793049,-99.078927
19.2796013,-99.0788286
19.2799054,-99.0785128
19.2801876,-99.078325
19.2804691,-99.0781191
19.2808048,-99.0778894
19.281104,-99.0777119
19.281395,-99.0775307
19.2814036,-99.0766517
19.2806381,-99.0761977
19.2804029,-99.0764677
19.2802024,-99.0767134
19.2799321,-99.0769825
19.2796671,-99.0772453
19.2793693,-99.0774548
19.279044,-99.0776887
19.2787467,-99.07791
19.2784246,-99.0781046
19.2781256,-99.0783203
19.2777842,-99.0785033
19.2774515,-99.0787257
19.2771338,-99.0789576
19.2768606,-99.0791435
19.276536,-99.0793528
19.2762213,-99.0795587
19.2758948,-99.0797422
19.2756156,-99.0799497
19.2752907,-99.0801599
19.2749598,-99.0803803
19.2746681,-99.0805691
19.2738141,-99.0799681
19.2739643,-99.0795922
19.2742863,-99.0794046
19.2746209,-99.079198
19.2749174,-99.0789964
19.2752037,-99.078785
19.2755059,-99.0785995
19.2757941,-99.0784201
19.2761066,-99.0781443
19.2764192,-99.0779847
19.276711,-99.0778014
19.277026,-99.0775391
19.2773458,-99.0773663
19.277644,-99.077152
19.277952,-99.0769758
19.2782386,-99.0767185
19.2785552,-99.0765761
19.2788416,-99.0762876
19.2791569,-99.0761398
19.2794487,-99.075951
19.2797634,-99.0757297
19.2800933,-99.075525
19.2803716,-99.0753136
19.2806819,-99.0751033
19.2803117,-99.0742157
19.2796554,-99.0740891
19.2793704,-99.074345
19.2791247,-99.074576
19.2788263,-99.0748113
19.2785314,-99.0750517
19.2782762,-99.0752715
19.2779674,-99.0754879
19.2776753,-99.0757024
19.2773633,-99.0758829
19.2770571,-99.0760983
19.2765938,-99.0765356
19.2764295,-99.0765356
19.2760995,-99.0767469
19.2757896,-99.0769535
19.2754709,-99.0771549
19.2751551,-99.077349
19.2748706,-99.0775602
19.2745353,-99.0777494
19.274217,-99.0779584
19.2739056,-99.0781525
19.2736016,-99.0783249
19.2727497,-99.0776716
19.2728946,-99.0772795
19.2732273,-99.0771598
19.2735419,-99.0770063
19.2737353,-99.0787135
19.2741122,-99.0790879
19.2743687,-99.0786872
19.2746342,-99.0784628
19.274935,-99.0782804
19.2752323,-99.078096
19.2755162,-99.0778403
19.2758419,-99.0776394
19.2761277,-99.0774895
19.2764455,-99.0772228
19.2767591,-99.0770438
19.27706,-99.0768559
19.2773725,-99.0766522
19.2776697,-99.0764365
19.2779879,-99.0763142
19.2782873,-99.0760728
19.2785949,-99.0758588
19.278902,-99.075617
19.2791777,-99.0753626
19.2794984,-99.0752492
19.2798004,-99.0750398
19.2801283,-99.0748662
19.2804492,-99.0746636
19.2810679,-99.0753937
19.2809994,-99.0756463
19.2806903,-99.0761209
19.2803475,-99.0762563
19.2799786,-99.076404
19.2796799,-99.0765647
19.2793599,-99.0767528
19.2790464,-99.0769483
19.2787254,-99.0771714
19.2783921,-99.0773843
19.2780758,-99.077596
19.2777634,-99.0778177
19.2774749,-99.078014
19.2771547,-99.078226
19.2768834,-99.0784356
19.2765548,-99.0786413
19.2762301,-99.0788681
19.2759304,-99.0791071
19.2756241,-99.0793099
19.2753144,-99.0793099
19.2750189,-99.0795367
19.2746641,-99.0797448
19.2743603,-99.0799692
19.2743989,-99.0812099
19.27479,-99.0813456
19.2750748,-99.0812371
19.2753581,-99.0809945
19.2756806,-99.080747
19.275991,-99.0805341
19.2762956,-99.0803746
19.2766027,-99.0800981
19.2768936,-99.079957
19.2771688,-99.0796973
19.277472,-99.079474
19.277762,-99.079297
19.2780689,-99.0790619
19.2783624,-99.0788686
19.2786617,-99.0787093
19.2789895,-99.0784989
19.2792873,-99.0782729
19.279598,-99.0781003
19.279895,-99.0779001
19.2802112,-99.0777251
19.2805119,-99.0775084
19.2807981,-99.0773053
19.2811056,-99.0770768
19.2818694,-99.0777216
19.2817444,-99.0781119
19.2814388,-99.078364
19.2811305,-99.0785713
19.2807941,-99.078716
19.2804516,-99.0788499
19.2801301,-99.0790076
19.2798343,-99.0791948
19.2795553,-99.0793937
19.2792738,-99.0797576
19.2789615,-99.0799685
19.2786711,-99.0801576
19.2783283,-99.0803198
19.2780437,-99.0804983
19.2777407,-99.0806845
19.2774181,-99.0808486
19.2770661,-99.0810344
19.2767893,-99.0812217
19.2764971,-99.0813981
19.2762091,-99.0818028
19.2759079,-99.081965
19.2755889,-99.0821524
19.2752894,-99.0823452
19.2753443,-99.0835935
19.2757179,-99.083576
19.2760215,-99.0834035
19.2763194,-99.0832168
19.2766214,-99.0830164
19.2769062,-99.0827557
19.2772222,-99.0825542
19.2775466,-99.082369
19.2778558,-99.0822184
19.2781732,-99.0819721
19.278466,-99.0818162
19.2787666,-99.0816181
19.2790554,-99.081352
19.2793569,-99.0811875
19.2796515,-99.0809444
19.2799628,-99.0807545
19.2802583,-99.0806031
19.2805512,-99.0803767
19.2808694,-99.0801591
19.2811829,-99.0799987
19.2814945,-99.0798003
19.2817878,-99.0795324
19.2820868,-99.0793636
19.2771406,-99.0754353
19.2764699,-99.0753705
19.2762169,-99.0755875
19.2759824,-99.0758135
19.2757229,-99.0760373
19.2754302,-99.07621
19.2751501,-99.0766627
19.2748606,-99.0768543
19.2745544,-99.0770474
19.2742383,-99.077219
19.2739253,-99.0773746
19.273599,-99.0775467
